"Quarta-feira","Pico","Buscar","borda não","refrigerante não","22","00:30:00"
"Quarta-feira","Pico","Entrega","borda não","refrigerante não","20.5","00:31:00"
"Quarta-feira","Pico","Entrega","borda sim","refrigerante não","32","00:46:00"
"Quarta-feira","Pico","Entrega","borda não","refrigerante sim","35","00:40:00"
"Quarta-feira","Pico","Buscar","borda sim","refrigerante não","29.5","00:46:00"
"Quarta-feira","Pico","Entrega","borda não","refrigerante sim","28.5","00:42:00"
"Quarta-feira","Final","Buscar","borda não","refrigerante não","20","00:47:00"
"Quarta-feira","Final","Entrega","borda não","refrigerante não","26","00:38:00"
"Quarta-feira","Final","Entrega","borda não","refrigerante não","22.5","00:27:00"
"Quinta-feira","Inicio","Buscar","borda não","refrigerante sim","30","00:38:00"
"Quinta-feira","Inicio","Buscar","borda sim","refrigerante não","30.5","00:40:00"
"Quinta-feira","Pico","Buscar","borda não","refrigerante não","30","00:27:00"
"Quinta-feira","Pico","Entrega","borda não","refrigerante sim","35.5","00:35:00"
"Quinta-feira","Pico","Entrega","borda sim","refrigerante não","37","00:49:00"
"Quinta-feira","Pico","Buscar","borda não","refrigerante não","22","00:44:00"
"Quinta-feira","Pico","Entrega","borda não","refrigerante sim","27.5","00:35:00"
"Quinta-feira","Final","Buscar","borda não","refrigerante não","30","00:25:00"
"Sexta-feira","Inicio","Buscar","borda não","refrigerante não","23","00:36:00"
